unnormalised,naive,normalised
-0.1474600559570739,-0.17333039325361987,-0.17333039325361987
-0.2563100619637543,-0.2419328592994465,-0.2407741624851668
-0.39796358507759344,-0.35712095150993656,-0.35710896316372515
-0.5464747244630557,-0.5077345563436837,-0.5075765509499235
-0.6883577672083415,-0.6565802887052656,-0.6561477984942831
-0.8188448109335165,-0.7929393752463506,-0.7924092074728752
-0.9371711900767957,-0.915611232385569,-0.9151030423979243
-1.0442308862784206,-1.0258676531037736,-1.0254240941092103
-1.1413574179880848,-1.125402092889958,-1.125029497911817
-1.2298726985338235,-1.215785286874648,-1.215476973952612
-1.3109556068746147,-1.2983574599543404,-1.2981034290472455
