DG,Order_1,DG_limiter,QBDRAP
0.040905896644062655,0.040905896644062655,-0.3510682793449275,0.039570647946307484
-1.7881246998597553,-0.27835962243695195,-0.8972942591548848,-0.4130928556506752
-3.0563976047997246,-0.44973781392212825,-1.3250110762150293,-0.7348784797625887
-3.296307628591219,-0.5693021134262276,-1.6457041615517138,-0.9798496505216159
-3.4671943884719627,-0.6617227466885899,-1.8944469295463233,-1.1763204353451946
-3.6137662197366156,-0.7372942399033853,-2.0887526000734575,-1.3378713051147872
-3.733217007119574,-0.8013304467636821,-2.247895593329699,-1.4745739113759495
-3.837723802235907,-0.8569471921174557,-2.3697677145829132,-1.593203946440653
-3.9254076522859522,-0.9061347747351416,-2.4821321790283024,-1.6979601942140847
-4.002319780593023,-0.9502449642681454,-2.574039802786787,-1.7917228585925606
-4.070522464013365,-0.990238772909208,-2.654413634099157,-1.8765476947254365
