DG,Order_1,DG_limiter,QBDRAP
0.20438796889491279,0.20438796889491279,0.1600835656781321,0.20435955939311207
-0.22187196527547207,0.1296016417761724,0.02936952516716741,0.07028942870496006
-0.4020685183820939,0.07509561033684509,-0.11210017310033965,-0.07512238185653515
-0.6080247395349585,0.030822980458618157,-0.2447903843818177,-0.20523503127003648
-0.6209937276586587,-0.006857002955893297,-0.3631711861955637,-0.31202525546954035
-0.7354623126871157,-0.03999911947698882,-0.4627277122801355,-0.39968038874697326
-0.8043300964701542,-0.06938699298788831,-0.5382710015624975,-0.47351603217948346
-0.8084829245616658,-0.09571502097335285,-0.5961488099619666,-0.5371495381969492
-0.9117799541639022,-0.11970062621340438,-0.6458274580900377,-0.5929686110731528
-0.9138592412945192,-0.1415736341104951,-0.6867567437207772,-0.6426267053214404
-0.9448351179306171,-0.16170406528592,-0.7228670226505194,-0.6873142617544851
