DG,Order_1,DG_limiter,QBDRAP
-0.3630408335485086,-0.3630408335485086,-0.3526982653759385,-0.3630625466440783
-0.9967744236354585,-0.4554280889921454,-0.5145485662850057,-0.5033065956480981
-1.2969677865228342,-0.515331536759034,-0.7040791507220447,-0.6600293272939945
-1.5133897830829122,-0.5627550168645079,-0.8355713464658217,-0.7970846734654966
-1.6076737189822474,-0.6026298098058266,-0.9523531007300667,-0.9061808121415555
-1.7463786127173764,-0.6371771578181326,-1.05858124381358,-0.9942317243198896
-1.8267121117580156,-0.6676657078126044,-1.1378310423349698,-1.0679974171611517
-1.8784292920752994,-0.6949213511842015,-1.1927442679694222,-1.1314842162827197
-1.9582471592847022,-0.7195271882282501,-1.2390134175539145,-1.187160119490799
-2.0019120053797956,-0.7419175543497468,-1.2815927496584658,-1.2366933109218987
-2.057655962630526,-0.7624281489964386,-1.3169529597428133,-1.281274619989437
