DG,Order_1,DG_limiter,QBDRAP
-0.12341009925832078,-0.12341009925832078,-0.1767911085321069,-0.12185780285190345
-0.7943154675870673,-0.23163368610680893,-0.34947776257362007,-0.32255065979935105
-1.0158730906669735,-0.3096942130700661,-0.5490292111506742,-0.5460338011369993
-1.2644626227040232,-0.37389711391224806,-0.7340760522354992,-0.7374488751585542
-1.31623557711973,-0.4286370364714105,-0.8932424003689043,-0.8757637630755039
-1.4597115060166717,-0.47692871280662347,-1.0152653936940217,-0.9742678999594298
-1.53086353138424,-0.5194231353972927,-1.0966678573117565,-1.0510155943916282
-1.5743176050938492,-0.5570081929684451,-1.1508088106478171,-1.1154153705834466
-1.6753165054626054,-0.5909829113496462,-1.1950652332720044,-1.1714582767134307
-1.6942009777561646,-0.6214430432964496,-1.2310021078203237,-1.221156355081327
-1.7495221478522898,-0.6490384555913148,-1.263043627816729,-1.2657999200113534
