DG,DG_limit,Order_1,QBDRAP
0.016313695140343004,0.0,0.016313695140343004,0.015496982109626268
0.0006961915851672828,0.0,0.006765421596194354,0.005188008197692234
0.0006939468234116341,0.0,0.004438933344784962,0.00300988482481081
0.0006939476813009381,0.0,0.0033886570324028974,0.0019448578658394112
0.0006939476757712281,0.0,0.0027924759947644375,0.001471940583649023
0.0006939476776035513,0.0,0.002405062665008234,0.00121342391954109
0.0006939476707449543,0.0,0.0021335950371153267,0.0010462081168594538
0.0006939476745887462,0.0,0.0019361815951394244,0.0009493315886699161
0.0006939476451259751,0.0,0.0017827518169741983,0.0008909666576053629
0.0006939477025276807,0.0,0.0016653056522282993,0.0008459923067569486
0.0006939477326684651,0.0,0.0015661157578891914,0.0008144498906312025
