dg1,dg2,order13,qbdrap4
0.028492224374043695,0.028492224374043695,0.028492224374043695,0.023416939136613274
0.0033745835476143016,0.023253725739198594,0.016360208061533238,0.016558509157504564
0.0020304138823637463,0.02453412322768203,0.011972345062145312,0.009541521000301312
0.0013787541934764946,0.02532829577833101,0.009608178220575692,0.0062042615219153885
0.0010208041038702875,0.025647551973835586,0.008078006095498219,0.004405813678235199
0.000797488945799979,0.025791417149947093,0.007000347828930414,0.0033440414661431717
0.0006455996994527424,0.025811347922999855,0.0062008269741999356,0.0026428134355802047
0.0005359163352197938,0.025821101521205064,0.005576143448286497,0.002145083661763414
0.00045315888639294033,0.025834857789586024,0.005094024488787013,0.0017782503173150999
0.000388548387712212,0.025812228805486004,0.004694436119356271,0.0015143739123642808
0.0003580077956148453,0.025812978880936838,0.004354047318484017,0.001309232819643763
