dg1,dg2,order13,qbdrap4
-0.6085751033697427,-0.6085751033697427,-0.6085751033697427,-0.5947542012099927
-2.740104471741498,-1.761698065526459,-1.3092918635050899,-1.4600185104798156
-2.993104972751509,-1.6875545365734572,-1.652688202167445,-2.0021534807558314
-3.157943040834053,-1.6490811415208633,-1.8738315820328755,-2.34486739581963
-3.2783624432155554,-1.633360641277727,-2.0321871430580245,-2.572931822902027
-3.369297524195305,-1.63647705695658,-2.1527782840813092,-2.733483642045207
-3.4508331695298007,-1.6333109566752195,-2.248444183791671,-2.853248530512462
-3.515727119401806,-1.6284783496083222,-2.326478983234582,-2.9471586787040476
-3.5716558343858282,-1.627131442121641,-2.391575465070868,-3.0238708242767958
-3.6251029688856584,-1.619270992435283,-2.446934224416985,-3.088592456397655
-3.669591097851511,-1.6270474075887353,-2.4947304630532345,-3.1444281657436193
