dg1,dg2,order13,qbdrap4
-0.40731073900748466,-0.40731073900748466,-0.40731073900748466,-0.4073107390074845
-1.094311186895719,-0.873704376317967,-0.8176514294713644,-0.9361977251292425
-1.0273017526076746,-0.8457842338125766,-1.0414933163057734,-1.0494865366669714
-0.9871324984108363,-0.8091368435328781,-1.0826664806706783,-1.0459886700156742
-1.0065021313763747,-0.793115233008116,-1.0972843338764864,-1.0326296526937415
-0.9695846435617663,-0.7996203729249336,-1.1006576566013793,-1.0216217955660918
-0.9868306741936261,-0.7977676024767983,-1.099041438082104,-1.0131551309343854
-0.986692258188912,-0.7962423947543454,-1.095238434098954,-1.0065753767653611
-0.9594497253845454,-0.7954482275105673,-1.090578037539804,-1.001359346055269
-0.9776346172160588,-0.794605519944182,-1.0857071315732552,-0.997117132609175
-0.9768135987896791,-0.7963549356219166,-1.0809381887490592,-0.9934924982499119
