dg1,dg2,order13,qbdrap4
0.12302121133212617,0.12302121133212617,0.12302121133212617,0.12626158566715576
-1.3867385829228487,-0.6587606517588959,-0.24460608399713646,-0.3320095815031658
-1.6308896958434764,-0.6472749710440161,-0.4379746757372311,-0.6489061826167302
-1.7633684938619882,-0.6431180399169804,-0.5715311679334641,-0.86879003465841
-1.8582851397629219,-0.642024991974477,-0.673898603153632,-1.034102935383
-1.9264550404088228,-0.6448130210864291,-0.7533100673640527,-1.1672596556406563
-1.989945374188124,-0.6455902398864517,-0.8179181981847944,-1.2788814267640631
-2.0338220325407224,-0.6448541713824546,-0.8726644335843972,-1.3751282757123213
-2.076254331237437,-0.6457269103634284,-0.9202871864684679,-1.4599255842442238
-2.1138744895042887,-0.6426136125519134,-0.9624901653686795,-1.5359305707550563
-2.1440858010370847,-0.6469854948736153,-1.0003987956315876,-1.6050192373981618
