DG,Unif,DG_limiter,QBDRAP
0.25439202625239854,0.25439202625239854,0.25439202625239854,0.259670917723034
0.12572156614917515,0.22081086718177464,0.23604522216922583,0.20165764774057543
-0.1372198181754402,0.19514723066271197,0.2364629966820684,0.13068720998590957
-0.36752864684174846,0.17388535579129014,0.23653377990944452,0.057575109260062034
-0.3688829013847409,0.15519344208451655,0.23666423799472533,-0.014882411641336569
-0.4311788317227234,0.13831368845388375,0.2366357744734803,-0.08477071567553209
-0.5712351501748203,0.12279726595030682,0.2368107615306666,-0.14999383874313282
-0.5792723503303958,0.10834900352377057,0.23684138576639494,-0.2094925871469914
-0.5826479484660477,0.09483820831174082,0.23679818556150545,-0.26328319346955287
-0.6973518686163647,0.08204767679126611,0.23674926630371323,-0.31182055015110527
-0.7163364297048139,0.06992738006121713,0.23675639229229303,-0.3558149580413169
