DG,Order_1,DG_limiter,QBDRAP
-0.2747799296614234,-0.2747799296614234,-0.2747799296614234,-0.2839151412873816
-0.2883206839819636,-0.28501569447865743,-0.24698924239254152,-0.2996402870062274
-0.28820516466984347,-0.288466989500783,-0.24378762113419494,-0.2992566295764963
-0.2899979297188122,-0.2903494399898197,-0.2424733744755546,-0.3011845845103412
-0.2919389825919571,-0.29157769118569193,-0.24178234421710595,-0.300333243926011
-0.29380156324124046,-0.29246005410239906,-0.24121657974870486,-0.30061801918345404
-0.29556234977003576,-0.2931334582660738,-0.24161554525534334,-0.3003897753275334
-0.2972336383509428,-0.29366924455359283,-0.2414201957574974,-0.3004814559262891
-0.2988324668022957,-0.29410872292103524,-0.24133072087460222,-0.30056640186158284
-0.3003744028978175,-0.2944776906101183,-0.24119871804840548,-0.3006447385476414
-0.30187271038477526,-0.29479320020567545,-0.2410821535178161,-0.3007819150378574
