DG,Order_1,DG_limiter,QBDRAP
-0.2747799296614234,-0.2747799296614234,-0.23471397883288145,-0.2839151412873816
-0.2883206839819636,-0.28501569447865743,-0.24208109048086998,-0.2996402870062274
-0.28820516466984347,-0.288466989500783,-0.2637422972462625,-0.2992566295764963
-0.2899979297188122,-0.2903494399898197,-0.2489782341002255,-0.3011845845103412
-0.2919389825919571,-0.29157769118569193,-0.2716574101008709,-0.300333243926011
-0.29380156324124046,-0.29246005410239906,-0.2523493191394157,-0.30061801918345404
-0.29556234977003576,-0.2931334582660738,-0.27599671240478374,-0.3003897753275334
-0.2972336383509428,-0.29366924455359283,-0.2536779862179446,-0.3004814559262891
-0.2988324668022957,-0.29410872292103524,-0.2791139070193981,-0.30056640186158284
-0.3003744028978175,-0.2944776906101183,-0.2546843859768526,-0.3006447385476414
-0.30187271038477526,-0.29479320020567545,-0.28319959772947473,-0.3007819150378574
