DG,Order_1,DG_limiter,QBDRAP
0.20509763954354412,0.20509763954354412,0.030051913061947842,0.20464058092415496
-0.45705863170280053,-0.03410045341958631,-0.24078000528700264,-0.12327574694743822
-0.6873687028863013,-0.1456095603716924,-0.376923715859685,-0.31560884346311624
-0.8277240975537318,-0.2189279408770009,-0.4675096317098351,-0.4546018274636299
-0.929282753143936,-0.2736420791844265,-0.5446741704578392,-0.5612912221679387
-1.0074459630637027,-0.31730767804658916,-0.5997444314242097,-0.6467922176271085
-1.0722731141041844,-0.3536457671555216,-0.6557367330796137,-0.7194574789656876
-1.1269832754079991,-0.3847657923756786,-0.6953777881248787,-0.7819753472867605
-1.1753098867385197,-0.41197986186979857,-0.7380616360166152,-0.8372151762999819
-1.2172826529852314,-0.4361600449880506,-0.769142491246693,-0.88665271691498
-1.2547532416640659,-0.457915440976382,-0.8042682766557689,-0.9311373100919565
