DG,Order_1,DG_limiter,QBDRAP
-1.0660447964960154,-1.0660447964960154,-1.0660447964960154,-1.0744844400948166
-1.725872676074316,-1.2840076139024528,-1.33217454029925,-1.3796101954251723
-2.3265173802095394,-1.386817312251162,-1.3209276282096287,-1.5469100454658138
-3.267035728256527,-1.4505681884694213,-1.3195970535074444,-1.661626336586489
-3.7421986789059076,-1.4982450684935387,-1.3206593269090114,-1.75965667849371
-4.077525121121687,-1.5362531635615921,-1.319634608128952,-1.8528704367595532
-4.34134506317139,-1.5669372810283102,-1.3191559147320824,-1.942526417120397
-4.560194841575827,-1.5943194327823316,-1.3162098547853263,-2.0279424547022615
-4.747614326463414,-1.6174348845343174,-1.3192097917508598,-2.1086332585088456
-4.911482423835637,-1.6390163689527562,-1.3214829348368806,-2.1844990826244857
-5.057356249846428,-1.6583356119342947,-1.3112466355869399,-2.2557178556743436
