dg1,dg2,order13,qbdrap4
-0.9401282122978345,-0.9401282122978345,-0.9401282122978345,-1.100025426799815
-4.588836136007422,-3.587180284919863,-1.8715922916918235,-1.962716103928255
-4.792177230254781,-3.211506518300859,-2.2924459401036086,-2.604122958223902
-4.7912649355132535,-3.4573242967469726,-2.5718352325461242,-3.0888423263307936
-4.79057334943014,-3.2686884015133657,-2.7818149994548502,-3.4723449902040775
-4.791057373595983,-3.2650740162435548,-2.9501749782732407,-3.7879536052272114
-4.790945747019041,-3.2165494782502906,-3.0907586072933886,-4.055078828126113
-4.790911167366656,-3.1801769539945357,-3.2114413177758565,-4.285427126285528
-4.790984244277831,-3.1771300591493854,-3.31715217404914,-4.486901381240668
-4.790952868127425,-3.162274952982518,-3.411186562673729,-4.664826342273686
-4.7909566342214704,-3.1583328879026458,-3.4958561517764672,-4.817390438710744
