dg1,dg2,order13,qbdrap4
0.11557882997476492,0.11557882997476492,0.11557882997476492,0.1054739576983637
0.0009387384013257949,0.007865269617505713,0.044009982457114134,0.043034407175525334
0.00037193942143384784,0.01030792176153888,0.028044475785137243,0.02146798344315027
0.0003310156840003999,0.008624281758367741,0.020677236110808163,0.012515996136537111
0.0003252594325657804,0.010914503437584938,0.016390252495417645,0.008041910974546748
0.00032520076086324235,0.010576966985498199,0.013607482614102223,0.005511934516299888
0.0003270875143208257,0.011457370365130087,0.011605346140440575,0.003967316317046651
0.00032724745427003545,0.012199938709760532,0.010144187723084458,0.002941161963712449
0.0003274124530418698,0.012157351424412526,0.008988037996259066,0.0022356054807754324
0.0003272947524701697,0.012622755661331846,0.008064174545282812,0.0017183983960953387
0.0003272114745266036,0.012682296877745452,0.007317519290741184,0.0013461619816350606
