dg1,dg2,order13,qbdrap4
-0.9434709622306954,-0.9434709622306954,-0.9434709622306954,-1.1047537397491114
-4.9991079661413655,-3.613527032080343,-1.8828909629194956,-1.975020354334495
-5.400372959219999,-3.228658111733211,-2.3113563195049993,-2.6298651002867555
-5.401103677227967,-3.478867006656739,-2.598180267411522,-3.133830951056141
-5.399772628074574,-3.285558035044703,-2.815601040295615,-3.5423835248169904
-5.400731408100285,-3.281829187222533,-2.991441824419868,-3.8886979491320295
-5.400460649996232,-3.2325040936989073,-3.1394990888433076,-4.191714444949263
-5.400401064382332,-3.195438933776998,-3.267650844073453,-4.462566825437133
-5.400540518328178,-3.1923395293603316,-3.380827839006839,-4.707504225531534
-5.400477815721552,-3.177184772905093,-3.482324527895085,-4.929194948903858
-5.400484014933272,-3.173235115317215,-3.574452205588726,-5.12733136077994
