DG,Order_1,QBDRAP
-1.9286549331065747e-16,-1.9286549331065747e-16,0.046564251018406236
-0.3801938633672686,-0.4771646863394699,-0.1442885448827961
-0.5514135777794047,-0.6989700043360186,-0.3662511848697158
-0.664314083161616,-0.8449677712090293,-0.5139529454598982
-0.7494040176701084,-0.9542859410591317,-0.6178886566218077
-0.817479097221943,-1.0414361167780317,-0.6966287261385402
-0.874873722423692,-1.1140736601985686,-0.7612093380928726
-0.9238068275569771,-1.17587416608345,-0.8208375604552715
-0.9673637909012949,-1.2298847052128974,-0.8753887970122922
-1.0055741548969124,-1.278189384787451,-0.924274105915343
-1.0407982340329367,-1.3214816209598859,-0.9683555602321623
