t,φ,X,n
0.5,1,0.5000000000000002,0
0.5,2,0.15463719356808825,1
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,2,0.228155892706013,1
0.5,1,0.4989213215723064,2
0.5,1,0.5000000000000002,0
0.5,1,0.20063695272697862,4
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,2,0.49846596303134727,1
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.4150951594013157,2
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.482895928966003,2
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,2,0.2173636398151506,1
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.4737270999425907,2
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,2,0.06795498329075567,1
0.5,2,0.3613668742714463,1
0.5,1,0.0622994561281468,4
0.5,1,0.18426177876862718,2
0.5,2,0.025531981274834914,1
0.5,2,0.23671504868642257,1
0.5,2,0.12214760311581208,1
0.5,1,0.43626796492011477,2
0.5,1,0.5000000000000002,0
0.5,1,0.27540256328494556,4
0.5,2,0.18631950387660334,1
0.5,1,0.47547585850190244,2
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,2,0.0764986529339523,1
0.5,1,0.20715926574630172,2
0.5,1,0.43610159256547326,2
0.5,1,0.46134557183740454,2
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.23085961201595878,2
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,2,0.42370464704573063,1
0.5,2,0.34593906435754673,1
0.5,2,0.3335995111527247,1
0.5,2,0.23498284498444943,1
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,2,0.1318708773331081,1
0.5,1,0.5000000000000002,0
0.5,1,0.3426830732316998,2
0.5,1,0.2849834805849819,2
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,2,0.435112690937938,3
0.5,1,0.45734622273317727,2
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,2,0.29936381489886044,1
0.5,1,0.5000000000000002,0
0.5,2,0.36908335578896345,1
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.011475844884792252,4
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.02520593226596457,2
0.5,2,0.2436024667229062,1
0.5,2,0.19960172531783393,1
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.3756795781292922,2
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,2,0.05450353988207757,1
0.5,1,0.5000000000000002,0
0.5,1,0.43579239877090514,2
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,2,0.19602919776931182,1
0.5,2,0.11447143724979303,1
0.5,1,0.1883550637430832,2
0.5,2,0.0042478870823550174,1
0.5,1,0.5000000000000002,0
0.5,2,0.06816820970136495,1
0.5,1,0.4932757797891088,2
0.5,2,0.34836093866159823,1
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.3342739215269878,2
0.5,1,0.18043937287792916,2
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.0514096411796745,4
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,2,0.2545562541080537,1
0.5,1,0.3362837969919672,2
0.5,2,0.15681783151692238,3
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,2,0.31075098259797895,1
0.5,1,0.14507582781263884,2
0.5,2,0.38081199064708204,1
0.5,1,0.5000000000000002,0
0.5,1,0.19622777203383535,2
0.5,1,0.07479208897911926,2
0.5,1,0.35468845679122624,2
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.399029746012351,2
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,2,0.12957183732343946,1
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,2,0.2377976528771092,1
0.5,2,0.32738448753787663,1
0.5,1,0.08709520319090558,2
0.5,2,0.37721040330110134,1
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.13013506089250926,2
0.5,1,0.5000000000000002,0
0.5,1,0.243668953313885,4
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.49402549859345546,2
0.5,1,0.5000000000000002,0
0.5,2,0.024724050913845774,1
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.2651955498345288,2
0.5,2,0.34893969181010465,1
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.22410873656818014,2
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.2979366003505388,2
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.33842976003901964,2
0.5,2,0.06078842661659975,3
0.5,1,0.016796846616321526,2
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.04572574799260909,4
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.2110714954693077,4
0.5,1,0.3896389902327948,2
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.09625591699068509,2
0.5,1,0.5000000000000002,0
0.5,2,0.4360078526454476,1
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,2,0.05664200991039836,1
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,2,0.019812455054803585,3
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,2,0.2837629056360581,1
0.5,1,0.5000000000000002,0
0.5,1,0.44059983114678775,2
0.5,2,0.4453061013223871,1
0.5,1,0.16951345157460587,2
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.016125741177885344,4
0.5,1,0.3677886830430942,2
0.5,2,0.14134701507721248,1
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
0.5,1,0.22265628280280597,4
0.5,1,0.5000000000000002,0
0.5,1,0.5000000000000002,0
