dg1,dg2,order13,qbdrap4
0.2568683047823719,0.2568683047823719,0.2568683047823719,0.2568683047823719
0.07648098028257576,0.13299964279588394,0.16353031523128636,0.1456568652847665
0.06890479492761047,0.140904272398506,0.1343419505044161,0.10827960529439072
0.06553569630440713,0.1443017933819164,0.11941864529238143,0.09137000724349108
0.06368350450958747,0.14491734375777898,0.1101591859428792,0.08225104147828298
0.062506354370763,0.14310663269520807,0.10376905418481606,0.07670643780557328
0.06166581629132982,0.14283933406230487,0.09905039784802881,0.07303626529068595
0.06104129268221868,0.1428990724305077,0.0953987167992447,0.07045128427308532
0.060558336424207146,0.14277656095198088,0.09247375707864268,0.06854333105990161
0.06016582560751314,0.14295029431271344,0.09006833601010754,0.06708293620989701
0.05984392124881298,0.14249595343337718,0.08804856620184474,0.06593221674785653
