DG,DG_limit,Order_1,QBDRAP
0.33968067500156895,0.33968067500156895,0.33968067500156895,0.33968067500156895
0.20035199655061378,0.32474859911920534,0.2632729849687328,0.24031649782688363
0.18876127027550788,0.3246358844849926,0.24017779856974716,0.2106953356127682
0.18385321920662212,0.3250106075597356,0.2281154552240235,0.1972248825286595
0.1810078147281621,0.3251429386181162,0.22044439878405442,0.1898553534019594
0.17911604285524332,0.3252122569773388,0.21502948057430313,0.18531251020833905
0.17774826708615157,0.3252641800619203,0.2109503307449861,0.18226956247801906
0.17670295556854854,0.32530807745263757,0.20773758611759044,0.18010506500172765
0.1758732244083132,0.3252496100787521,0.2051238872009497,0.1784942589764038
0.17519362764436283,0.3252268855436242,0.20294445508309358,0.1772528114520027
0.17462391186001625,0.32524578580896996,0.20109154419994393,0.17626888322629192
