DG,DG_limit,Order_1,QBDRAP
0.05164614081506774,0.05164614081506774,0.05164614081506774,0.04977522632091619
0.006432908717448832,0.03310518736532525,0.02247720367071423,0.016879752529906915
0.003955461641755333,0.035021795853245274,0.018371203341384278,0.0110640711642507
0.003943861166622506,0.0354980419350141,0.015955297000340506,0.007974815291632431
0.0039428861396435975,0.03572938073272752,0.014292324487566422,0.006087432062295473
0.003942164906328908,0.035609778992380714,0.013049370785938841,0.004806522600952013
0.003941955609786219,0.03557942003605902,0.012071166031208858,0.003927625597537926
0.003942481515284486,0.03564775858562519,0.011273409146989788,0.003410887734752216
0.003943878018751373,0.03549514722683089,0.010605567245695802,0.0031423014091989778
0.003946129556961119,0.0354951472252486,0.01003514375290484,0.0031966416480798494
0.004028732697580421,0.03549514722411756,0.009540109047453638,0.0032630728939890014
