DG,DG_limit,Order_1,QBDRAP
0.2852752899842756,0.2852752899842756,0.2852752899842756,0.2745676438674306
0.006288058990636376,0.14797748072901998,0.09184903921655987,0.0844568732458007
0.005017818974761362,0.16023700371772454,0.056226056592994636,0.040689438893610326
0.004804055258554506,0.1627484150981911,0.041144928500897536,0.024373038204768598
0.004749294842772568,0.1660846921783017,0.032800532978954564,0.016833615463018273
0.004726368544552205,0.166024127334023,0.027493983768344277,0.012764051163204657
0.004716226210836802,0.1674985398567836,0.023822635342018596,0.010388930560949685
0.004711100249329656,0.16797462048856296,0.021130671682455086,0.008916345678732071
0.004708388029118122,0.16772708602334274,0.019077706329609485,0.007938685235545272
0.004706961178802373,0.16732633280895126,0.017457239084498047,0.007262936609259927
0.0047061638471188934,0.16718613093483475,0.016145476762842222,0.006775625220967679
