DG,DG_limit,Order_1,QBDRAP
1.6002272167422134,1.6002272167422134,1.6002272167422134,1.6002272167422134
0.04937243112132601,1.339686989237309,0.6165277329789872,0.4401322110342468
0.03263913027029973,1.3451966192956,0.3947233038573551,0.2079712266155206
0.02589532284469832,1.3571059127054461,0.29505904330605315,0.12365913878019055
0.022119309191858397,1.3597938966088652,0.23796432022434078,0.0837909725391128
0.01972011766274967,1.3602753447760556,0.2007796976750869,0.06178045718355708
0.018019126968470394,1.361559715797024,0.17454633750532925,0.04830706509996013
0.016744192839597466,1.362350131554581,0.15499687897646516,0.03952044181661117
0.015744795458444583,1.3612641613451055,0.1398355239178513,0.03346304593518909
0.014951728112659329,1.360832261881882,0.12771413207725726,0.02907077248085717
0.014294219712411732,1.3608296299185776,0.11778878996338685,0.0257689432798272
