DG,Unif,DG_limiter,QBDRAP
-0.4530891756691672,-0.4530891756691672,-0.4530891756691672,-0.45111987664342496
-2.1439948549159666,-0.665967586086256,-0.5417152953518073,-0.7941075740420381
-3.503852579936836,-0.8184275006323251,-0.5387349542291531,-1.1624200167405405
-3.5153920852125715,-0.9416142546393904,-0.5372962953862109,-1.4950651621460622
-3.5154046637866023,-1.0460847869730094,-0.5360690539878941,-1.7825383021309815
-3.515404809256847,-1.1374767948623845,-0.5355038353618523,-2.0267971097959667
-3.5154045211864458,-1.2186568619444282,-0.5345418666365137,-2.2331898299553887
-3.515404689939446,-1.291700500473574,-0.5339489364154602,-2.407661599594098
-3.5154047275741434,-1.3582650520810948,-0.5340913029231796,-2.555341158780141
-3.515404486794513,-1.4193432175152843,-0.5343511990948459,-2.680438405449393
-3.515404720224463,-1.4758246868602662,-0.534317470523234,-2.7864795446792026
