unnormalised,naive,normalised
0.16957616311511156,0.09515204451729842,0.09515204451729765
-0.06266471769617443,-0.2661350247926041,-0.2595392488304597
-0.3176483548653716,-0.5904011082854843,-0.5905969429741218
-0.519417163045375,-0.7519174155923215,-0.7514833629204893
-0.6526197461292308,-0.8471861513283154,-0.8466554886912541
-0.7476809710319756,-0.9293772122712987,-0.9289362694094359
-0.8230757229952014,-1.0020932008809382,-1.0017769917023138
-0.8864663495459426,-1.0649895588347127,-1.0647877697910864
-0.9419239354367775,-1.1204437833084622,-1.1203238651408531
-0.9909699595997319,-1.1694440283294023,-1.1693717991158699
-1.0350958776929728,-1.2135576706686926,-1.2135101270643853
