t,phase_2,phase_1
0.0,0.0013005339778899257,0.0004916034545767992
0.0016666666666666668,0.0025990056924129717,0.0009839050303110065
0.0033333333333333335,0.0038952942644549207,0.0014768609813336638
0.005,0.005189294958684374,0.0019704329618999176
0.006666666666666667,0.0064809171860893845,0.0024645873598186656
0.008333333333333333,0.0077700827531345705,0.0029592947121755116
0.01,0.00905672432709012,0.0034545291931888595
0.011666666666666667,0.010340784090843536,0.003950268165293424
0.013333333333333334,0.011622212563800199,0.004446491785645009
0.015,0.012900967568367174,0.004943182661204186
0.016666666666666666,0.014177013324046455,0.005440325546401327
0.018333333333333333,0.015450319653382935,0.005937907078125895
0.02,0.01672086128595758,0.006435915543431998
0.021666666666666667,0.017988617248321258,0.006934340675921118
0.023333333333333334,0.019253570329259062,0.007433173477261581
0.025,0.020515706611085094,0.00793240606074149
0.02666666666666667,0.021775015058815635,0.008432031514134929
0.028333333333333332,0.023031487160075317,0.008932043779497148
0.03,0.02428511660947298,0.00943243754779871
0.03166666666666667,0.025535899031957125,0.009933208166566704
0.03333333333333333,0.026783831740338764,0.010434351558927267
0.035,0.028028913522763543,0.010935864152641854
0.03666666666666667,0.02927114445643576,0.01143774281790353
0.03833333333333333,0.030510525744353326,0.011939984812811841
0.04,0.03174705957221297,0.012442587735578358
0.041666666666666664,0.032980748982995585,0.012945549482631947
0.043333333333333335,0.0342115977670489,0.013448868211895499
0.045,0.03543961036575457,0.013952542310595655
0.04666666666666667,0.03666479178710235,0.014456570367045991
0.04833333333333333,0.037887147531701644,0.014960951145913122
0.05,0.03910668352794166,0.015465683566535764
0.051666666666666666,0.04032340607517099,0.015970766683919894
0.05333333333333334,0.041537321793906415,0.016476199672079653
0.055,0.04274843758220328,0.01698198180943441
0.056666666666666664,0.043956760577426576,0.0174881124660082
0.058333333333333334,0.0451622981227563,0.017994591092208998
0.06,0.046365057737842254,0.018501417208992847
0.06166666666666667,0.047565047093096315,0.019008590399241874
0.06333333333333334,0.04876227398717293,0.01951611030020638
0.065,0.04995674632724425,0.020023976596879586
0.06666666666666667,0.051148472111724894,0.020532189016189983
0.06833333333333333,0.05233745941514396,0.02104074732191035
0.07,0.05352371637489899,0.021549651310194887
0.07166666666666667,0.05470725117965975,0.0220589008056671
0.07333333333333333,0.055888072059217954,0.022568495657990274
0.075,0.057066187275604495,0.02307843573886109
0.07666666666666666,0.05824160511531758,0.023588720939374107
0.07833333333333334,0.05941433388252462,0.024099351167711336
0.08,0.060584381893117746,0.02461032634711677
0.08166666666666667,0.06175175746951726,0.025121646414120735
0.08333333333333333,0.06291646893613088,0.02563331131698317
0.085,0.06407852461538777,0.026145321014328878
0.08666666666666667,0.06523793282427608,0.02665767547395098
0.08833333333333333,0.06639470187132221,0.0271703746717619
0.09,0.06754884005395685,0.027683418590873553
0.09166666666666666,0.06870035565622021,0.028196807220790942
0.09333333333333334,0.06984925694676448,0.028710540556704998
0.095,0.0709955521771167,0.029224618598872584
