DG,Order_1,DG_limiter,QBDRAP
-0.10568094627677516,-0.10568094627677516,-0.10568094627677546,-0.10568094597413678
-0.10568094627677521,-0.10568294030709367,-0.10568244180142554,-0.10568094595824984
-0.10568094627677485,-0.10568333911071179,-0.10568294030709614,-0.10568094594875693
-0.10568094627677589,-0.10568351002629818,-0.10568318955945061,-0.1056809459343503
-0.10568094627677503,-0.10568360497933708,-0.10568333911071116,-0.10568094592561496
-0.10568094627677503,-0.10568366540397416,-0.10568343881148981,-0.10568094591959792
-0.10568094627677596,-0.1056837072364042,-0.10568351002629922,-0.10568094591526943
-0.10568094627677614,-0.10568373791351394,-0.10568356343738856,-0.1056809459118408
-0.10568094627677609,-0.10568376137247693,-0.10568360497933708,-0.10568094590896653
-0.10568094627677627,-0.10568377989270876,-0.10568363821288976,-0.10568094590672429
-0.10568094627677091,-0.1056837948852762,-0.10568366540397452,-0.10568094590461084
