DG,Order_1,DG_limiter,QBDRAP
-2.3563444001483047,-2.3563444001483047,-2.5680467422940274,-2.3735583071953816
-3.3817468011669707,-2.639671699367716,-2.8693708372273288,-2.7921520645953577
-3.678878403393543,-2.775091062370426,-3.0492899700447564,-3.022266561714719
-3.8531202162964173,-2.8640347887605655,-3.1815332465186406,-3.184012689963055
-3.976591930276604,-2.9294196402012536,-3.283588999260823,-3.3098738204288334
-4.072491037325469,-2.9817006431614437,-3.364932576906804,-3.4099962802210433
-4.151358250191686,-3.024687087893366,-3.438423783829583,-3.491974340830012
-4.218119833545027,-3.060892210239465,-3.4978037819040995,-3.5614375544636285
-4.276196711262079,-3.0928763911910244,-3.5490080358968963,-3.6218080810142985
-4.327375109839671,-3.120928829223849,-3.597632858527086,-3.6751895407867305
-4.373321881719176,-3.146101547586326,-3.6415215092338564,-3.723002875962527
