unnormalised,naive,normalised
-0.4342137485656324,-0.9327840672049235,-0.9327840672049201
-0.7367870353171712,-1.3085416975551378,-1.332203191599392
-0.8821938731301839,-1.2259726578727306,-1.2259033458355713
-0.9568349642969746,-1.3395139741683932,-1.339264009088053
-1.0453738319794177,-1.4463630829161622,-1.4461268428286105
-1.1239515731795588,-1.5275948266667296,-1.5272622422754507
-1.193716702928933,-1.596122703249556,-1.595540620884974
-1.2546939880314356,-1.6560011205802556,-1.6553477057044874
-1.3088935165229392,-1.7095873206879573,-1.70902633347684
-1.3573551832836206,-1.7576886147198256,-1.7571523480896072
-1.4012241359990147,-1.801171004987755,-1.800729785051033
