DG,Order_1,DG_limiter,QBDRAP
-0.014942939678750588,-0.014942939678750588,-0.014942939678750588,-0.014942939678750437
-0.6270234754500842,-0.1479746926424895,-0.12471575796803804,-0.21640044562291952
-0.9230241878120677,-0.21203094037952508,-0.1217735116096113,-0.37141002967966547
-1.0963988865905165,-0.26169153077884133,-0.12110591466066305,-0.49839574424813243
-1.1598212452654013,-0.3026790266349138,-0.12062301447555895,-0.5971972328203772
-1.2608668636659706,-0.3376422902507834,-0.1206887984283617,-0.6759018885590061
-1.3136815916148514,-0.36809364011277557,-0.12057311331964113,-0.7408405867035018
-1.344181676553664,-0.39500809767934825,-0.12049748051218079,-0.7958699421783959
-1.3934344479494465,-0.4190651720026208,-0.12065696467912114,-0.8434250251230201
-1.4162045985232175,-0.44076405516626543,-0.12078890212630862,-0.8851432429111137
-1.444278720238367,-0.4604853458101808,-0.12075262358404902,-0.922182161019232
