unnormalised,naive,normalised
-0.0481355297606979,0.0040428696242886504,0.00404286952966986
-0.11514194275074265,-0.08102881213680949,-0.07969789505015268
-0.27399139789178917,-0.27123747030889667,-0.2710810027315977
-0.4537598094884922,-0.45389461883124516,-0.4540984876740112
-0.6106197358059868,-0.6102325058076246,-0.6103537107118566
-0.736429398927316,-0.7355872111418233,-0.7356322809711879
-0.8392960863979774,-0.838345062998844,-0.8383586181288444
-0.925673223894959,-0.9247434227565747,-0.9247464776240325
-0.9997194379615948,-0.9988498958627472,-0.9988503431307464
-1.0643437251563315,-1.0635409637400428,-1.063540969706248
-1.1215185529232523,-1.12077818907789,-1.1207781582373155
