unnormalised,naive,normalised
0.14452804770081235,0.1277216240851875,0.12772162424033232
-0.050451304974960295,-0.01992469218552311,-0.01753971753272131
-0.3038027365615307,-0.3046923057417211,-0.3044042463261852
-0.5637004724834812,-0.5649701823158388,-0.5653807273294392
-0.7842963917614317,-0.784578138117753,-0.7848231205807226
-0.9538041758873771,-0.9535148887805912,-0.9536048887389341
-1.0841128456719884,-1.0837216507712826,-1.083749237570964
-1.1884664851903612,-1.1881285282350396,-1.1881350579535672
-1.275269925366883,-1.2750206342216117,-1.2750217284039884
-1.349303065842225,-1.3491322778004613,-1.34913238126555
-1.4135907217940622,-1.4134748162565525,-1.4134748078346022
