DG,Unif,QBDRAP
-0.1961198913178678,-0.1961198913178678,-0.17326036108108187
-0.7682183197349035,-0.49219588331711506,-0.24071044716937626
-1.7978286755049169,-0.7021676173681897,-0.35704877404067176
-3.1219976905629645,-0.8459739504419072,-0.5075184389792994
-4.6633619707078955,-0.9544313538950121,-0.6560911114652512
-6.377193433767658,-1.04133900338886,-0.792353456934289
-8.235277020275735,-1.113767062440711,-0.9150479066518757
-10.00929740147507,-1.1758749670669122,-1.0253693700808997
-10.239845156123481,-1.230268120818321,-1.1249750561180722
-10.215078773348774,-1.2785588838621385,-1.2154227308501444
-10.194606285839328,-1.3220587566606328,-1.298049330307775
