DG,Unif,QBDRAP
-0.30102998697896055,-0.30102998697896055,-0.41131808461476577
-3.6624606786399374,-0.778151241698623,-0.4595211217227583
-3.52569715826273,-0.999999973944938,-0.7024609154610215
-3.439651770250337,-1.1461280269932175,-0.8937161860911862
-3.3770409061345004,-1.2552724964182855,-1.0335565605091765
-3.3279447319644557,-1.3424226721371857,-1.1434951055774862
-3.287644636379318,-1.4149733392857975,-1.2338960315729848
-3.2535290250488433,-1.4771212286646005,-1.3103631345301006
-3.224002196956878,-1.5314789083572344,-1.37644253919163
-3.1980179820713386,-1.5797835879317896,-1.4345099381136437
-3.1748548094709634,-1.6232492817128799,-1.486225955351694
