unnormalised,naive,normalised
-0.34449255951470004,-0.4112922137135406,-0.41129221371354063
-0.5730218352792767,-0.46079382104829214,-0.45949582928668786
-0.7978606560637985,-0.7027115274799289,-0.7023770398982816
-0.9669579205634266,-0.8930776340569327,-0.8935559354031283
-1.0945035071436198,-1.0329205751704567,-1.033312269095285
-1.1959227114407365,-1.142883151169682,-1.1431606062718065
-1.2797860606479874,-1.2332624804071348,-1.2334666671880108
-1.351091507922567,-1.3096828531120837,-1.3098355077252704
-1.4129948358844533,-1.3756981028324047,-1.375814102811839
-1.4676110710010906,-1.4336889735326495,-1.4337787366983077
-1.5164239548111846,-1.485319824239247,-1.4853904607576764
