x,phase_2,phase_4
0.0,0.0,0.7692891110225354
0.00016,4.310021345133379e-6,0.769315460947838
0.00032,8.620042690266758e-6,0.7693418108731406
0.00048,1.2930064035400134e-5,0.7693681607984433
0.00064,1.7240085380533516e-5,0.7693945107237459
0.0008,2.155010672566689e-5,0.7694208606490485
0.00096,2.586012807080027e-5,0.7694472105743511
0.00112,3.0170149415933647e-5,0.7694735604996537
0.00128,3.448017076106703e-5,0.7694999104249562
0.00144,3.879019210620041e-5,0.769526260350259
0.0016,4.310021345133378e-5,0.7695526102755615
0.00176,4.741023479646716e-5,0.7695789602008641
0.00192,5.172025614160054e-5,0.7696053101261667
0.00208,5.603027748673391e-5,0.7696316600514693
0.00224,6.0340298831867293e-5,0.7696580099767719
0.0024,6.465032017700067e-5,0.7696843599020746
0.00256,6.896034152213406e-5,0.7697107098273772
0.00272,7.327036286726745e-5,0.7697370597526798
0.00288,7.758038421240083e-5,0.7697634096779824
0.00304,8.189040555753419e-5,0.769789759603285
0.0032,8.620042690266756e-5,0.7698161095285876
0.00336,9.051044824780095e-5,0.7698424594538903
0.00352,9.482046959293433e-5,0.7698688093791929
0.00368,9.91304909380677e-5,0.7698951593044955
0.00384,0.00010344051228320107,0.7699215092297981
0.004,0.00010775053362833446,0.7699478591551007
0.00416,0.00011206055497346782,0.7699742090804033
0.00432,0.00011637057631860121,0.770000559005706
0.00448,0.00012068059766373459,0.7700269089310086
0.00464,0.000124990619008868,0.7700532588563112
0.0048,0.00012930064035400135,0.7700796087816137
0.00496,0.00013361066169913474,0.7701059587069163
0.00512,0.00013792068304426813,0.7701323086322189
0.00528,0.0001422307043894015,0.7701586585575216
0.00544,0.0001465407257345349,0.7701850084828242
0.0056,0.00015085074707966826,0.7702113584081268
0.00576,0.00015516076842480165,0.7702377083334294
0.00592,0.00015947078976993499,0.770264058258732
0.00608,0.00016378081111506837,0.7702904081840346
0.00624,0.00016809083246020174,0.7703167581093373
0.0064,0.00017240085380533512,0.7703431080346399
0.00656,0.0001767108751504685,0.7703694579599425
0.00672,0.0001810208964956019,0.7703958078852451
0.00688,0.00018533091784073526,0.7704221578105477
0.00704,0.00018964093918586865,0.7704485077358503
0.0072,0.000193950960531002,0.770474857661153
0.00736,0.0001982609818761354,0.7705012075864556
0.00752,0.00020257100322126876,0.7705275575117582
0.00768,0.00020688102456640215,0.7705539074370608
0.00784,0.00021119104591153554,0.7705802573623634
0.008,0.00021550106725666893,0.770606607287666
0.00816,0.00021981108860180231,0.7706329572129687
0.00832,0.00022412110994693565,0.7706593071382712
0.00848,0.00022843113129206904,0.7706856570635738
0.00864,0.00023274115263720242,0.7707120069888764
0.0088,0.0002370511739823358,0.770738356914179
0.00896,0.00024136119532746917,0.7707647068394816
0.00912,0.0002456712166726026,0.7707910567647843
0.00928,0.000249981238017736,0.7708174066900869
0.00944,0.00025429125936286937,0.7708437566153895
0.0096,0.0002586012807080027,0.7708701065406921
0.00976,0.0002629113020531361,0.7708964564659947
0.00992,0.0002672213233982695,0.7709228063912974
0.01008,0.00027153134474340286,0.7709491563166
0.01024,0.00027584136608853625,0.7709755062419026
0.0104,0.0002801513874336696,0.7710018561672052
0.01056,0.000284461408778803,0.7710282060925078
0.01072,0.00028877143012393636,0.7710545560178104
0.01088,0.0002930814514690698,0.7710809059431131
0.01104,0.0002973914728142031,0.7711072558684157
0.0112,0.00030170149415933653,0.7711336057937183
0.01136,0.00030601151550446986,0.7711599557190209
0.01152,0.0003103215368496033,0.7711863056443234
0.01168,0.00031463155819473664,0.771212655569626
0.01184,0.00031894157953986997,0.7712390054949287
0.012,0.0003232516008850034,0.7712653554202313
0.01216,0.00032756162223013675,0.7712917053455339
0.01232,0.00033187164357527014,0.7713180552708365
0.01248,0.00033618166492040347,0.7713444051961391
0.01264,0.0003404916862655369,0.7713707551214417
0.0128,0.00034480170761067025,0.7713971050467444
0.01296,0.00034911172895580364,0.771423454972047
0.01312,0.000353421750300937,0.7714498048973496
0.01328,0.0003577317716460704,0.7714761548226522
0.01344,0.0003620417929912038,0.7715025047479548
0.0136,0.00036635181433633714,0.7715288546732574
0.01376,0.0003706618356814705,0.7715552045985601
0.01392,0.0003749718570266039,0.7715815545238627
0.01408,0.0003792818783717373,0.7716079044491653
0.01424,0.0003835918997168707,0.7716342543744679
0.0144,0.000387901921062004,0.7716606042997705
0.01456,0.00039221194240713746,0.771686954225073
0.01472,0.0003965219637522708,0.7717133041503758
0.01488,0.00040083198509740424,0.7717396540756783
0.01504,0.0004051420064425375,0.7717660040009809
0.0152,0.00040945202778767096,0.7717923539262835
0.01536,0.0004137620491328043,0.7718187038515861
0.01552,0.00041807207047793774,0.7718450537768887
0.01568,0.0004223820918230711,0.7718714037021914
0.01584,0.00042669211316820446,0.771897753627494
0.016,0.00043100213451333785,0.7719241035527966
0.01616,0.00043531215585847124,0.7719504534780992
0.01632,0.00043962217720360463,0.7719768034034018
0.01648,0.000443932198548738,0.7720031533287044
0.01664,0.0004482422198938713,0.7720295032540071
0.0168,0.00045255224123900474,0.7720558531793097
0.01696,0.00045686226258413807,0.7720822031046123
0.01712,0.0004611722839292715,0.7721085530299149
0.01728,0.00046548230527440485,0.7721349029552175
0.01744,0.0004697923266195383,0.7721612528805201
0.0176,0.0004741023479646716,0.7721876028058228
0.01776,0.00047841236930980507,0.7722139527311254
0.01792,0.00048272239065493835,0.772240302656428
0.01808,0.00048703241200007174,0.7722666525817306
0.01824,0.0004913424333452052,0.7722930025070331
0.0184,0.0004956524546903385,0.7723193524323358
