DG,Order_1,DG_limiter,QBDRAP
-0.4304352478836327,-0.4304352478836327,-0.5116700249857282,-0.4304352478836327
-1.0254408993068143,-0.5647483889704816,-0.6642701844253296,-0.6425206444818292
-1.3262905041337174,-0.6354951456416219,-0.7713266154853805,-0.7850922763015727
-1.510312309759851,-0.6850937786592217,-0.8548710654055836,-0.8952440868660851
-1.6418165188998588,-0.7236657535741573,-0.9268580099603435,-0.9847626257369769
-1.74389627178979,-0.7553763197783991,-0.986304798535335,-1.0598927455313036
-1.8272204063767727,-0.782374013848371,-1.0391951456751816,-1.1244675308222245
-1.8975649636551941,-0.8059212126807164,-1.084697887312913,-1.181000673282893
-1.9584021345366718,-0.8268262015311064,-1.1262849765195007,-1.2312204029407312
-2.0119794939990436,-0.8456392783249778,-1.1645227448010875,-1.2763602513397405
-2.0598342839492174,-0.8627528065903638,-1.198352237455495,-1.317330869419383
