DG,Order_1,DG_limiter,QBDRAP
-0.03598949753454418,-0.03598949753454418,-0.3002919994478594,-0.03432127246267882
-1.2090365935145677,-0.3718941850896789,-0.678851628102966,-0.5157229343203494
-1.691796453558307,-0.5351030536854081,-0.9286379148955495,-0.8145339164031401
-1.9893340206765222,-0.6453630291548969,-1.112830224815998,-1.0328919570863304
-2.205344120465923,-0.7292141355677312,-1.2642564342393945,-1.207940277861815
-2.371970074362962,-0.7971277054655149,-1.3884142899780407,-1.3547960647340622
-2.510407978616125,-0.8542957892933417,-1.4942842967063463,-1.4812121895816943
-2.6278025016262765,-0.9037291853459064,-1.5866660331438003,-1.5920225047302703
-2.728984257118774,-0.9473168211640237,-1.669653265260285,-1.6905498181793497
-2.8192208296109955,-0.9863168387856363,-1.7436539031107554,-1.779180850161502
-2.8992947089418757,-1.0216305875969094,-1.8096263112817383,-1.8596789918527197
