DG,Order_1,DG_limiter,QBDRAP
-0.013849845718045133,-0.013849845718045133,-0.09169138934053493,-0.02114270274820986
-0.459779491840933,-0.14712690646964477,-0.2659611034006408,-0.2275220350233333
-0.674503780343678,-0.22204021717570885,-0.3836824143121696,-0.38255110859585534
-0.809530292902021,-0.27578325340213034,-0.4758341776370837,-0.49831988712771685
-0.9075403981261232,-0.31768415936638944,-0.5527150415964683,-0.596044237013782
-0.9817760699840368,-0.35260678263969497,-0.6176079839638268,-0.6810529245548674
-1.0432540635469985,-0.3823169214702251,-0.674536039257888,-0.7534974187709864
-1.0962836039417578,-0.4082144002876825,-0.7235334256333744,-0.8163270288494735
-1.141997573180148,-0.43127108970295625,-0.7679794255517497,-0.8717206256232409
-1.182579272573989,-0.4520307272368562,-0.8079989385762412,-0.9211963563286831
-1.2188016595582243,-0.47095760704219847,-0.8438232469826535,-0.9658571323218779
