unnormalised,naive,normalised
0.11617483134658706,0.07190578138526955,0.07191374835838439
-0.023352560784122702,-0.014146133231688552,-0.013085621356032234
-0.21515709590631202,-0.18304614804068134,-0.18303451893162048
-0.43494485294605356,-0.41957846777312924,-0.4193246922571767
-0.6579812475993944,-0.651981827119398,-0.651421835719684
-0.8716268751814122,-0.8685352951711637,-0.8680129124707425
-1.0711369092083625,-1.0692500416644857,-1.068876988722548
-1.2555705960999464,-1.2545498594836293,-1.254304979905501
-1.4255310833717814,-1.425269578030399,-1.4251124195418363
-1.582121799102751,-1.5825504707033167,-1.5824496211713142
-1.7265443166931136,-1.7276238923771783,-1.7275584546713896
