DG,DG_limit,Order_1,QBDRAP
0.11599428297691627,0.0,0.11599428297691627,0.11599428297680096
0.007359634894740711,0.0,0.0431374697876624,0.03155496120059048
0.001864474264363921,0.0,0.028202307448604944,0.01520172873299911
0.0010704569010073425,0.0,0.02160729386389429,0.008633809582556213
0.0011507529887434462,0.0,0.017496262101601878,0.005642916654454294
0.0010700157672254035,0.0,0.014679343404324162,0.004073488380281456
0.0010704469466454782,0.0,0.01264815831887967,0.0031579714311710024
0.0010700847623798526,0.0,0.01112551221906681,0.002589844436244536
0.001070388856299842,0.0,0.00994665502775013,0.002236374969561984
0.001070148876667367,0.0,0.009008986511478797,0.0019892310380016584
0.0010703233444952637,0.0,0.008246139797480418,0.00180973738443416
