dg,dg_limiter,order1,qbdrap
-1.1509377640712768,-1.1509377640712768,-1.1509377640712768,-1.1748525017794105
-1.3814117439937168,-1.3911339815259272,-1.2325744097256337,-1.219627125678548
-1.5683431882537051,-1.612741031677357,-1.2645772467752425,-1.2970385004673761
-1.434642681719734,-1.4607346509540478,-1.296057832972583,-1.3376753498739118
-1.4364227871937374,-1.4657902925842456,-1.314636761172291,-1.3636581294857713
-1.4762578446431265,-1.5041249593692132,-1.3302043119201155,-1.384328084720264
