t,phase_1,phase_2
0.0,0.0,0.0
0.0016666666666666668,0.0004894,0.0013022
0.0033333333333333335,0.000943,0.002648
0.005,0.0014338,0.0039236
0.006666666666666667,0.0019302,0.0052442
0.008333333333333333,0.0023952,0.006583
0.01,0.002898,0.0078888
0.011666666666666667,0.0033962,0.0091722
0.013333333333333334,0.0038912,0.0104602
0.015,0.0043652,0.011763
0.016666666666666666,0.004852,0.0130408
0.018333333333333333,0.0053256,0.0143134
0.02,0.0058326,0.0155812
0.021666666666666667,0.0063042,0.0168558
0.023333333333333334,0.006774,0.0180984
0.025,0.0072566,0.0193942
0.02666666666666667,0.0077462,0.0206596
0.028333333333333332,0.0082322,0.0218944
0.03,0.0087258,0.0231456
0.03166666666666667,0.0092086,0.0244324
0.03333333333333333,0.00968,0.0256904
0.035,0.0101642,0.0269566
0.03666666666666667,0.010656,0.0282294
0.03833333333333333,0.0111368,0.0294864
0.04,0.0116248,0.0307612
0.041666666666666664,0.0121064,0.031997
0.043333333333333335,0.0126138,0.0332366
0.045,0.0130996,0.0344598
0.04666666666666667,0.0135944,0.0357178
0.04833333333333333,0.0140686,0.0369618
0.05,0.0145612,0.0382004
0.051666666666666666,0.0150526,0.039394
0.05333333333333334,0.0155342,0.0405944
0.055,0.0160376,0.0417824
0.056666666666666664,0.0165258,0.0430176
0.058333333333333334,0.0170336,0.0442048
0.06,0.0175514,0.0454444
0.06166666666666667,0.0180362,0.0466534
0.06333333333333334,0.0185246,0.0478932
0.065,0.0190178,0.0490538
0.06666666666666667,0.019543,0.0502916
0.06833333333333333,0.0200476,0.0515054
0.07,0.0205514,0.0527226
0.07166666666666667,0.021038,0.0539234
0.07333333333333333,0.0215396,0.0551118
0.075,0.0220216,0.056309
0.07666666666666666,0.0225146,0.0574658
0.07833333333333334,0.0230194,0.058617
0.08,0.0235068,0.0598
0.08166666666666667,0.024022,0.0609956
0.08333333333333333,0.0245332,0.0621972
0.085,0.0250452,0.0633744
0.08666666666666667,0.0255476,0.0645294
0.08833333333333333,0.0260474,0.0656996
0.09,0.026549,0.066903
0.09166666666666666,0.0270836,0.0680992
0.09333333333333334,0.0275938,0.0692602
0.095,0.0280768,0.0704536
0.09666666666666666,0.0285804,0.0715674
0.09833333333333333,0.029095,0.0726416
0.1,0.0296114,0.0738088
0.10166666666666667,0.0301128,0.0749922
0.10333333333333333,0.030602,0.0761306
0.105,0.0311276,0.0772488
0.10666666666666667,0.031626,0.0784066
0.10833333333333334,0.0321296,0.0795824
0.11,0.0326114,0.0807148
0.11166666666666666,0.0331002,0.081834
0.11333333333333333,0.0335926,0.0829334
0.115,0.0341206,0.084073
0.11666666666666667,0.0346406,0.085194
0.11833333333333333,0.035143,0.0863454
0.12,0.0356422,0.0874586
0.12166666666666667,0.0361686,0.0885762
0.12333333333333334,0.0366918,0.089653
0.125,0.0372236,0.0907662
0.12666666666666668,0.0377416,0.0919174
0.12833333333333333,0.0382522,0.0930284
0.13,0.0387748,0.094096
0.13166666666666665,0.0392862,0.0952104
0.13333333333333333,0.039806,0.0963162
0.135,0.040343,0.0974376
0.13666666666666666,0.0408332,0.0985628
0.13833333333333334,0.0413452,0.099662
0.14,0.0418396,0.1007808
0.14166666666666666,0.0423428,0.101827
0.14333333333333334,0.0429032,0.102928
0.145,0.0434178,0.1039958
0.14666666666666667,0.0439256,0.1050832
0.14833333333333334,0.0444466,0.1061598
0.15,0.0449612,0.1072514
0.15166666666666667,0.045453,0.1082912
0.15333333333333332,0.0459508,0.1093414
0.155,0.0464688,0.1103788
0.15666666666666668,0.0469838,0.111451
0.15833333333333333,0.0474928,0.1125082
0.16,0.0480166,0.1135858
0.16166666666666665,0.0485478,0.1146208
0.16333333333333333,0.0490636,0.1157116
0.165,0.0495828,0.1167518
0.16666666666666666,0.0500918,0.1177658
0.16833333333333333,0.050585,0.1188102
0.17,0.0511028,0.1198602
0.17166666666666666,0.0516024,0.1208898
0.17333333333333334,0.0521204,0.1219
0.175,0.0526196,0.1229402
0.17666666666666667,0.0531166,0.1239596
0.17833333333333334,0.0536404,0.1249926
0.18,0.054151,0.1260226
0.18166666666666667,0.0546548,0.127023
0.18333333333333332,0.0551454,0.1280348
0.185,0.0556716,0.129093
0.18666666666666668,0.0561758,0.1301346
0.18833333333333332,0.056705,0.1311876
0.19,0.0572064,0.1322022
0.19166666666666668,0.0577434,0.1332172
0.19333333333333333,0.0582762,0.1342522
0.195,0.0587952,0.1352694
0.19666666666666666,0.0592956,0.1362534
0.19833333333333333,0.059785,0.1372714
0.2,0.060317,0.1382802
0.20166666666666666,0.0608316,0.1392884
0.20333333333333334,0.0613506,0.1403036
0.205,0.0618654,0.1413074
0.20666666666666667,0.0623898,0.1423126
0.20833333333333334,0.0629234,0.1432604
0.21,0.0634514,0.1442776
0.21166666666666667,0.0639612,0.1452732
0.21333333333333335,0.0645022,0.146228
0.215,0.065018,0.1472338
0.21666666666666667,0.0655412,0.1482118
0.21833333333333332,0.0660578,0.1491874
0.22,0.0665908,0.1502048
0.22166666666666668,0.0671254,0.1511808
0.22333333333333333,0.0676654,0.1521098
0.225,0.0681952,0.1531074
0.22666666666666666,0.0687106,0.1540416
0.22833333333333333,0.0692356,0.1550062
0.23,0.069784,0.1559908
0.23166666666666666,0.0703056,0.1569618
0.23333333333333334,0.0708636,0.15792
0.235,0.0713742,0.158898
0.23666666666666666,0.0719332,0.1598566
0.23833333333333334,0.0724606,0.1607896
0.24,0.0729726,0.161733
0.24166666666666667,0.0735154,0.1626894
0.24333333333333335,0.0740556,0.1636454
0.245,0.074594,0.1645888
