DG,Order_1,DG_limiter,QBDRAP
-0.10566898764973778,-0.10566898764973778,-0.10566898764973778,-0.10566898853890055
-0.10566898764973784,-0.10567895422031463,-0.10566898764973809,-0.1056689885230459
-0.10566898764973753,-0.10568094747331262,-0.1056689876497304,-0.1056689885135933
-0.10566898764973852,-0.1056818017183607,-0.10566898764971194,-0.1056689884992303
-0.10566898764973746,-0.10568227629732599,-0.10566898764972653,-0.10566898849054254
-0.10566898764973753,-0.1056825783015208,-0.10566898764971502,-0.10566898848457179
-0.10566898764973832,-0.10568278738107376,-0.10566898764975734,-0.10566898848028831
-0.10566898764973857,-0.10568294070593706,-0.10566898764974707,-0.10566898847690263
-0.10566898764973875,-0.10568305795428055,-0.10566898764970033,-0.10566898847409013
-0.10566898764973882,-0.10568315051871226,-0.10566898764971791,-0.10566898847189858
-0.10566898764973354,-0.1056832254517918,-0.10566898764970518,-0.10566898846982128
