DG,Unif,DG_limiter,QBDRAP
0.09782784092884042,0.09782784092884042,0.09782784092884042,0.10205523297619805
-0.3407466164772162,0.03166829850730924,0.06564981175564574,-0.023041771725204135
-1.1729890290673537,-0.01878643934310337,0.06614417356446123,-0.15405940567251253
-2.6833209151067074,-0.0614758638658618,0.06608632628917457,-0.28998524764548445
-3.2413762865255706,-0.0994573648458274,0.06606221099074856,-0.43695732209430005
-3.9747952612496276,-0.13438133983394737,0.06596985256858055,-0.5904756550879428
-4.317721795747375,-0.16681499725952031,0.0658582855308893,-0.7451618314650462
-4.622851357265755,-0.19723406858232154,0.06590612999538512,-0.8969660179813032
-5.065704808187048,-0.22617130300608532,0.0658378370219721,-1.0434308885930075
-5.204660883607714,-0.25369401034355055,0.06575146051763742,-1.1833258151470933
-5.486953907789293,-0.2800966914146723,0.06578972933108207,-1.3162164308348667
