DG,Order_1,DG_limiter,QBDRAP
-0.3501218709207964,-0.3501218709207964,-0.3501218709207964,-0.3528616224736518
-0.7603241849756951,-0.42132026365937675,-0.34775406547102333,-0.4674095775803052
-1.3739519540478147,-0.4665954740370663,-0.344754106437892,-0.5731060306369866
-2.2565140337617726,-0.5025417268021766,-0.3441835739770977,-0.6700853567516991
-2.6567640528370355,-0.532371726341478,-0.3438069334092982,-0.7642832369841709
-3.0809150812808435,-0.5596044667468113,-0.3436587256548669,-0.856537179764687
-3.3372561872306963,-0.5831232683656519,-0.34389259768674724,-0.9457265072295331
-3.5169956408277607,-0.6054125564305365,-0.3437680558301953,-1.0307966320113793
-3.74722201353476,-0.6256328893694252,-0.3438462430229985,-1.111193739356648
-3.8757678141955765,-0.6447931955333228,-0.343898160151729,-1.186809968377845
-4.0532524933669665,-0.662704732953558,-0.3438353347301684,-1.2578145474355826
