unnormalised,naive,normalised
-0.4104796262789049,-0.6003520164581119,-0.6003520162701621
-0.8038582710531145,-0.8410204405337339,-0.8363204338369684
-1.1958673663157207,-1.0789794327136872,-1.078857548041754
-1.5202464420625348,-1.3399032774314639,-1.3398524162380687
-1.7902243057547178,-1.5803486283504715,-1.5799112491657126
-2.0198317744199348,-1.7937088371717576,-1.7930938675282724
-2.218202336838779,-1.981828089265301,-1.9811996175311901
-2.3921642515745205,-2.1486881134810347,-2.1481072889507087
-2.5467321453825513,-2.2980148549688972,-2.2974972140854133
-2.6856031843113435,-2.4328413897726957,-2.432386021182434
-2.8115565601848624,-2.555568612279214,-2.555169278196179
