DG,DG_limit,Order_1,QBDRAP
0.39689014473233797,0.39689014473233797,0.39689014473233797,0.39689014473123013
0.05381010723027256,0.13758995693115933,0.1589180783215067,0.12140686728651627
0.06045073711384978,0.14755782061229178,0.09363937669674677,0.07305153625953889
0.030773161017485152,0.15776876489225994,0.07526473028483197,0.06305626178466464
0.019029260358588686,0.16352063879197481,0.06838060072972477,0.057214850672738876
0.00740224112501284,0.16444764943255774,0.06437615143177253,0.05178459223887724
0.007812317979822197,0.16536521299277945,0.06187036093682577,0.046394505242233625
0.01049360519611412,0.16594908708430328,0.060210536264726805,0.04113713374111494
0.019138418033190635,0.16639533494818104,0.05904994300131175,0.03620364620778336
0.013088591130588939,0.16672187034351865,0.05819104095224284,0.03159574580983138
0.013995491172471944,0.16603199799313262,0.057516477697266505,0.027307467169282347
