DG,DG_limit,Order_1,QBDRAP
0.3978601847323379,0.3978601847323379,0.3978601847323379,0.3978601847312301
0.0552808472302728,0.13781917693115925,0.15988811832150668,0.12237690728651623
0.06174052872205536,0.1477870406122917,0.09411183650575128,0.07429499625953899
0.03186110469693597,0.15799798489225986,0.07650065028483198,0.06429218178466466
0.02022609817186657,0.16374985879197473,0.06961652072972478,0.05845077067273889
0.008545820428099682,0.16467686943255766,0.06561207143177254,0.05302051223887726
0.008975611271595726,0.16559443299277937,0.06310628093682578,0.04763042524223364
0.011693424156795662,0.1661783070843032,0.06144645626472682,0.04236661374111497
0.020281302776016124,0.16662455494818096,0.060285863001311765,0.03743472375979282
0.014237911130588966,0.16695109034351857,0.059426960952242855,0.03291408002251589
0.015136538906634129,0.16626121799313254,0.05875239769726652,0.02869124365787115
