DG,DG_limit,Order_1,QBDRAP
0.397376584732338,0.397376584732338,0.397376584732338,0.39737658473123016
0.0545506672302728,0.13770755693115944,0.15940451832150676,0.12189330728651632
0.06098644872205555,0.14767542061229189,0.09374217669674684,0.07365119625953898
0.031061352624523864,0.15788636489226004,0.07586567028483204,0.06365720178466472
0.01938691817186644,0.16363823879197492,0.06898154072972484,0.057815790672738954
0.007758580428099793,0.16456524943255785,0.0649770914317726,0.05238553223887732
0.008175297979822194,0.16548281299277956,0.062471300936825847,0.0469954452422337
0.010912184156795623,0.1660666870843034,0.06081147626472688,0.04171705374111512
0.019423593811543294,0.16651293494818115,0.05965088300131183,0.036672252512682246
0.013424956047211056,0.16683947034351876,0.05879198095224292,0.032188180022516055
0.014279939762080252,0.16614959799313272,0.05811741769726658,0.027966403657871453
