DG,DG_limit,Order_1,QBDRAP
1.3008122288339694,1.3008122288339694,1.3008122288339694,1.3104080290520743
0.03762138650229099,0.31356827570117124,0.5589726824312773,0.46417056131813905
0.021567652833956483,0.32803750685452915,0.35855617100775855,0.22890962525613648
0.015211308838772811,0.3369991499152237,0.26391181757497434,0.13963217440154996
0.012504533087330615,0.3399109862612791,0.20864071455819957,0.09730479346593897
0.010634330966521175,0.3386623358133949,0.17283954653577008,0.07315399061780282
0.009212702468799816,0.339873925545123,0.14853821841837847,0.057812070823979655
0.00835336715389259,0.3413654241916341,0.1307486802258057,0.04730203305366074
0.00759009295785429,0.34155485318811446,0.11705583829468477,0.039700325438946325
0.007034437464230741,0.34472051890406735,0.10615435499055478,0.034095365178314435
0.006500871740323428,0.3412801551256753,0.09724539297112703,0.029746128518498866
