x,phase_2,phase_4
0.80176,0.009532344992425765,0.4612389280953662
0.80192,0.009534339764031102,0.46127038630015865
0.80208,0.009536334851257676,0.4613018479068208
0.80224,0.00953833023218714,0.4613333125490043
0.8024,0.00954032588613949,0.4613647799240793
0.80256,0.009542321793625443,0.4613962497887824
0.80272,0.009544317936300204,0.46142772195505083
0.80288,0.009546314296918594,0.4614591962860385
0.80304,0.009548310859291457,0.461490672692308
0.8032,0.009550307608243373,0.46152215112819284
0.80336,0.00955230452957163,0.46155363158832413
0.80352,0.009554301610006406,0.46158511410431785
0.80368,0.009556298837172147,0.4616165987416156
0.80384,0.009558296199550136,0.4616480855964754
0.804,0.00956029368644217,0.46167957479310745
0.80416,0.009562291287935381,0.46171106648094873
0.80432,0.009564288994868126,0.461742560832074
0.80448,0.009566286798796939,0.4617740580387365
0.80464,0.009568284691964536,0.4618055583110354
0.8048,0.009570282667268806,0.46183706187470536
0.80496,0.00957228071823281,0.4618685689690231
0.80512,0.009574278838975735,0.4619000798448285
0.80528,0.009576277024184773,0.4619315947626549
0.80544,0.009578275269087952,0.4619631139909649
0.8056,0.009580273569427812,0.46199463780448896
0.80576,0.009582271921435999,0.4620261664826616
0.80592,0.009584270321808669,0.4620577003081523
0.80608,0.009586268767682756,0.4620892395654882
0.80624,0.009588267256613011,0.46212078453976413
0.8064,0.009590265786549859,0.46215233551543705
0.80656,0.009592264355817996,0.4621838927752021
0.80672,0.00959426296309576,0.4622154565989465
0.80688,0.009596261607395207,0.46224702726277866
0.80704,0.009598260288042898,0.4622786050381294
0.8072,0.009600259004661398,0.4623101901909222
0.80736,0.009602257757151416,0.46234178298081
0.80752,0.00960425654567462,0.46237338366047576
0.80768,0.009606255370637085,0.4624049924749936
0.80784,0.009608254232673351,0.4624366096612491
0.808,0.009610253132631103,0.46246823544741467
0.80816,0.009612252071556415,0.4624998700524792
0.80832,0.009614251050679583,0.4625315136858284
0.80848,0.009616250071401504,0.46256316654687407
0.80864,0.009618249135280602,0.46259482882472996
0.8088,0.009620248244020259,0.46262650069793215
0.80896,0.009622247399456791,0.4626581823342019
0.80912,0.009624246603547881,0.46268987389024857
0.80928,0.00962624585836153,0.4627215755116109
0.80944,0.009628245166065436,0.4627532873325352
0.8096,0.009630244528916868,0.4627850094758873
0.80976,0.009632243949252958,0.4628167420530984
0.80992,0.009634243429481415,0.4628484851641408
0.81008,0.00963624297207168,0.46288023889753394
0.81024,0.009638242579546458,0.4629120033303777
0.8104,0.009640242254473663,0.462943778528412
0.81056,0.009642241999458725,0.4629755645461012
0.81072,0.009644241817137276,0.46300736142674137
0.81088,0.009646241710168186,0.46303916920258964
0.81104,0.009648241681226952,0.4630709878950136
0.8112,0.009650241732999418,0.4631028175146602
0.81136,0.009652241868175818,0.4631346580616419
0.81152,0.009654242089445134,0.4631665095257397
0.81168,0.009656242399489756,0.4631983718866213
0.81184,0.009658242800980453,0.4632302451140736
0.812,0.009660243296571594,0.46326212916824827
0.81216,0.009662243888896683,0.4632940239999189
0.81232,0.009664244580564136,0.46332592955074997
0.81248,0.00966624537415332,0.4633578457535746
0.81264,0.009668246272210851,0.46338977253268243
0.8128,0.009670247277247112,0.46342170980411496
0.81296,0.009672248391733033,0.46345365747596845
0.81312,0.00967424961809705,0.4634856154487026
0.81328,0.009676250958722342,0.4635175836154555
0.81344,0.00967825241594421,0.4635495618623629
0.8136,0.009680253992047702,0.4635815500688815
0.81376,0.009682255689265422,0.463613548108116
0.81392,0.009684257509775508,0.4636455558471478
0.81408,0.009686259455699817,0.4636775731473667
0.81424,0.00968826152910225,0.4637095998648034
0.8144,0.00969026373198728,0.46374163585046274
0.81456,0.009692266066298607,0.46377368095065685
0.81472,0.009694268533917982,0.46380573500733874
0.81488,0.00969627113666418,0.46383779785843393
0.81504,0.009698273876292102,0.46386986933817126
0.8152,0.009700276754492036,0.4639019492774118
0.81536,0.009702279772889006,0.46393403750397527
0.81552,0.009704282933042303,0.4639661338429637
0.81568,0.009706286236445075,0.463998238117082
0.81584,0.00970828968452408,0.4640303501469549
0.816,0.009710293278639506,0.4640624697514401
0.81616,0.009712297020084942,0.46409459674793724
0.81632,0.009714300910087395,0.464126730952692
0.81648,0.009716304949807445,0.46415887218109575
0.81664,0.009718309140339465,0.4641910202479796
0.8168,0.009720313482711941,0.46422317496790355
0.81696,0.009722317977887855,0.46425533615543985
0.81712,0.009724322626765166,0.46428750362544996
0.81728,0.009726327430177354,0.4643196771933564
0.81744,0.009728332388894026,0.4643518566754074
0.8176,0.009730337503621598,0.46438404188893573
0.81776,0.009732342775004043,0.4644162326526106
0.81792,0.009734348203623679,0.46444842878668285
0.81808,0.009736353790002025,0.4644806301132233
0.81824,0.00973835953460071,0.464512836456354
0.8184,0.009740365437822418,0.4645450476424724
0.81856,0.009742371500011893,0.4645772635004682
0.81872,0.009744377721456973,0.4646094838619331
0.81888,0.009746384102389666,0.464641708561363
0.81904,0.009748390642987272,0.46467393743635244
0.8192,0.009750397343373523,0.46470617032778233
0.81936,0.009752404203619763,0.4647384070799994
0.81952,0.009754411223746158,0.46477064754098857
0.81968,0.00975641840372292,0.46480289156253723
0.81984,0.00975842574347157,0.4648351390003925
0.82,0.009760433242866203,0.4648673897144105
0.82016,0.009762440901734795,0.46489964356869806
0.82032,0.0097644487198605,0.46493190043174715
0.82048,0.009766456696982983,0.4649641601765613
0.82064,0.009768464832799759,0.46499642268077496
0.8208,0.00977047312696753,0.465028687826765
0.82096,0.009772481579103553,0.4650609555017549
0.82112,0.009774490188786988,0.46509322559791183
0.82128,0.009776498955560283,0.46512549801243586
0.82144,0.00977850787893053,0.46515777264764235
0.8216,0.009780516958370842,0.46519004941103714
0.82176,0.00978252619332173,0.4652223282153841
0.82192,0.009784535583192465,0.4652546089787664
0.82208,0.009786545127362458,0.4652868916246403
0.82224,0.009788554825182613,0.4653191760818822
0.8224,0.009790564675976695,0.4653514622848291
0.82256,0.009792574679042673,0.465383750173312
0.82272,0.00979458483365408,0.46541603969268347
0.82288,0.009796595139061328,0.46544833079383763
0.82304,0.009798605594493054,0.46548062343322505
0.8232,0.00980061619915742,0.4655129175728604
0.82336,0.00980262695224342,0.46554521318032455
0.82352,0.009804637852922179,0.4655775102287607
0.82368,0.009806648900348214,0.46560980869686397
0.82384,0.009808660093660706,0.46564210856886623
