x,phase_2,phase_4
0.44416,0.004455264557484717,0.3423475180565617
0.44432,0.004456878331207923,0.34238659335331256
0.44448,0.004458492176163897,0.34242565753865467
0.44464,0.004460106092610855,0.34246471061883826
0.4448,0.0044617200808070205,0.34250375260011184
0.44496,0.004463334141010636,0.3425427834887222
0.44512,0.004464948273479945,0.34258180329091414
0.44528,0.004466562478473215,0.342620812012931
0.44544,0.0044681767562487155,0.342659809661014
0.4456,0.004469791107064732,0.34269879624140287
0.44576,0.00447140553117956,0.3427377717603355
0.44592,0.0044730200288515065,0.34277673622404786
0.44608,0.004474634600338893,0.3428156896387744
0.44624,0.004476249245900052,0.3428546320107475
0.4464,0.004477863965793323,0.3428935633461981
0.44656,0.004479478760277064,0.3429324836513551
0.44672,0.00448109362960964,0.3429713929324458
0.44688,0.004482708574049433,0.34301029119569565
0.44704,0.004484323593854831,0.34304917844732835
0.4472,0.004485938689284239,0.343088054693566
0.44736,0.004487553860596073,0.34312691994062866
0.44752,0.004489169108048759,0.3431657741947349
0.44768,0.004490784431900737,0.34320461746210124
0.44784,0.004492399832410458,0.34324344974894266
0.448,0.004494015309836388,0.34328227106147235
0.44816,0.004495630864437001,0.3433210814059018
0.44832,0.004497246496470788,0.3433598807884405
0.44848,0.004498862206196249,0.34339866921529644
0.44864,0.004500477993871897,0.3434374466926758
0.4488,0.00450209385975626,0.3434762132267829
0.44896,0.004503709804107874,0.34351496882382043
0.44912,0.004505325827185292,0.3435537134899893
0.44928,0.0045069419292470755,0.34359244723148863
0.44944,0.004508558110551804,0.3436311700545158
0.4496,0.0045101743713580646,0.3436698819652665
0.44976,0.004511790711924459,0.3437085829699346
0.44992,0.004513407132509603,0.3437472730747123
0.45008,0.004515023633372122,0.34378595228579
0.45024,0.004516640214770657,0.3438246206093564
0.4504,0.004518256876963862,0.3438632780515984
0.45056,0.004519873620210401,0.34390192461870117
0.45072,0.004521490444768955,0.3439405603168482
0.45088,0.004523107350898214,0.3439791851522212
0.45104,0.004524724338856884,0.3440177991310001
0.4512,0.004526341408903683,0.3440564022593632
0.45136,0.004527958561297342,0.34409499454348697
0.45152,0.004529575796296607,0.34413357598954614
0.45168,0.004531193114160233,0.3441721466037138
0.45184,0.004532810515146992,0.3442107063921612
0.452,0.004534427999515668,0.344249255361058
0.45216,0.004536045567525059,0.3442877935165719
0.45232,0.004537663219433975,0.3443263208648691
0.45248,0.004539280955501241,0.34436483741211393
0.45264,0.004540898775985696,0.344403343164469
0.4528,0.004542516681146189,0.34444183812809537
0.45296,0.004544134671241586,0.34448032230915215
0.45312,0.004545752746530764,0.3445187957137968
0.45328,0.004547370907272618,0.34455725834818507
0.45344,0.004548989153726051,0.34459571021847096
0.4536,0.004550607486149983,0.34463415133080677
0.45376,0.004552225904803349,0.3446725816913432
0.45392,0.004553844409945093,0.3447110013062289
0.45408,0.004555463001834178,0.34474941018161115
0.45424,0.004557081680729579,0.34478780832363537
0.4544,0.004558700446890283,0.34482619573844525
0.45456,0.004560319300575293,0.3448645724321827
0.45472,0.004561938242043625,0.34490293841098807
0.45488,0.004563557271554312,0.3449412936809999
0.45504,0.004565176389366397,0.34497963824835504
0.4552,0.00456679559573894,0.34501797211918855
0.45536,0.004568414890931012,0.345056295299634
0.45552,0.004570034275201701,0.34509460779582296
0.45568,0.00457165374881011,0.3451329096138855
0.45584,0.004573273312015353,0.34517120075994984
0.456,0.004574892965076563,0.34520948124014267
0.45616,0.0045765127082528795,0.34524775106058875
0.45632,0.004578132541803464,0.34528601022741134
0.45648,0.004579752465987491,0.3453242587467319
0.45664,0.004581372481064147,0.3453624966246701
0.4568,0.004582992587292635,0.34540072386734416
0.45696,0.004584612784932171,0.3454389404808703
0.45712,0.0045862330742419905,0.34547714647136324
0.45728,0.004587853455481334,0.34551534184493593
0.45744,0.004589473928909466,0.3455535266076996
0.4576,0.004591094494785662,0.34559170076576384
0.45776,0.004592715153369211,0.34562986432523657
0.45792,0.0045943359049194195,0.34566801729222385
0.45808,0.0045959567496956085,0.34570615967283025
0.45824,0.004597577687957112,0.34574429147315844
0.4584,0.0045991987199632805,0.34578241269930965
0.45856,0.0046008198459734796,0.34582052335738317
0.45872,0.004602441066247087,0.34585862345347673
0.45888,0.004604062381043503,0.3458967129936864
0.45904,0.004605683790622132,0.3459347919841064
0.4592,0.004607305295242403,0.3459728604308295
0.45936,0.0046089268951637575,0.3460109183399465
0.45952,0.00461054859064565,0.3460489657175468
0.45968,0.004612170381947551,0.3460870025697179
0.45984,0.004613792269328949,0.3461250289025457
0.46,0.0046154142530493445,0.3461630447221145
0.46016,0.0046170363333682555,0.34620105003450674
0.46032,0.004618658510545214,0.3462390448458033
0.46048,0.00462028078483977,0.34627702916208336
0.46064,0.004621903156511487,0.34631500298942436
0.4608,0.004623525625819943,0.34635296633390217
0.46096,0.004625148193024733,0.34639091920159093
0.46112,0.004626770858385471,0.34642886159856306
0.46128,0.004628393622161782,0.3464667935308894
0.46144,0.004630016484613305,0.3465047150046389
0.4616,0.004631639445999701,0.3465426260258792
0.46176,0.004633262506580645,0.34658052660067595
0.46192,0.004634885666615823,0.3466184167350933
0.46208,0.004636508926364943,0.34665629643519363
0.46224,0.004638132286087727,0.3466941657070377
0.4624,0.004639755746043912,0.3467320245566846
0.46256,0.004641379306493251,0.34676987299019174
0.46272,0.004643002967695514,0.34680771101361485
0.46288,0.004644626729910487,0.34684553863300804
0.46304,0.004646250593397972,0.34688335585442376
0.4632,0.004647874558417786,0.3469211626839127
0.46336,0.004649498625229765,0.346958959127524
0.46352,0.004651122794093758,0.3469967451913051
0.46368,0.004652747065269634,0.3470345208813017
0.46384,0.004654371439017275,0.34707228620355796
0.464,0.004655995915596583,0.34711004116411637
0.46416,0.0046576204952674715,0.3471477857690176
0.46432,0.004659245178289873,0.347185520024301
0.46448,0.004660869964923739,0.3472232439360038
0.46464,0.0046624948554290346,0.34726095751016195
0.4648,0.004664119850065742,0.3472986607528097
0.46496,0.00466574494909386,0.3473363536699794
0.46512,0.004667370152773405,0.347374036267702
0.46528,0.004668995461364411,0.34741170855200676
0.46544,0.004670620875126924,0.3474493705289212
0.4656,0.004672246394321013,0.34748702220447125
0.46576,0.00467387201920676,0.34752466358468115
0.46592,0.004675497750044264,0.34756229467557354
0.46608,0.004677123587093645,0.3475999154831694
