dg1,dg2,order13,qbdrap4
-0.6787077358355648,-0.6787077358355648,-0.6787077358355648,-0.5426023215814609
-2.3831507660933835,-1.042372181701513,-1.076758952908284,-1.021740593588153
-2.627493035155453,-1.0118793369869636,-1.2794028586833934,-1.3554661896648028
-2.716330263611506,-0.9915798735557776,-1.4136534994946723,-1.6069365916374896
-2.7516123619975827,-0.9863116643885994,-1.5140015101117694,-1.7985738016040471
-2.769969843019555,-0.983194309428078,-1.5944792117480282,-1.951733119334839
-2.7787830817483052,-0.9829175875884401,-1.6616597155024244,-2.0771494914975643
-2.7818355867437314,-0.9827670034608602,-1.7190714495564956,-2.1827800142919602
-2.78495509146767,-0.9825978316808149,-1.7691181474550086,-2.2719750052774774
-2.788187177959189,-0.9827901983399033,-1.813335990590026,-2.3456221232380225
-2.7911621523979386,-0.982962254670594,-1.853356374071973,-2.405617315915849
