unnormalised,naive,normalised
-0.43429447864669485,-0.4133507794263006,-0.4133507794263005
-0.5546433633753628,-0.632151070290402,-0.6270708086883451
-0.6611649965694032,-0.8596675888132865,-0.8598572141138925
-0.7521432471715385,-1.0524732346184793,-1.0517335464495154
-0.8302991545544215,-1.2121427106117997,-1.2110784468589546
-0.8979449017136015,-1.3465353295100453,-1.3455981575685425
-0.9572167323607127,-1.4621002033654533,-1.461324615770562
-1.0097956135468094,-1.5632269445921718,-1.5625823492742505
-1.0569534479959155,-1.6529618662494134,-1.6524219595193408
-1.0996527951311124,-1.7334865394491255,-1.733030716714221
-1.1386330366281923,-1.8064182506219908,-1.8060304833616654
