unnormalised,naive,normalised
-0.10041535019488955,-0.11232493213774758,-0.11232493232443154
-0.26203317648887575,-0.3310634749472466,-0.32598596194716034
-0.4077654522860447,-0.5584949956888923,-0.5586845411832375
-0.530906706355007,-0.7511810426871404,-0.7504419308534794
-0.6346714272310576,-0.9106966059998376,-0.9096336159333336
-0.7221407222086712,-1.0444137688720407,-1.0435103159307846
-0.7967753485265078,-1.1578250287712433,-1.1571262618109013
-0.8618503766441366,-1.2562516734006202,-1.2557147248095575
-0.9194888902547614,-1.3431409585726544,-1.3427283098929468
-0.9711570351641895,-1.4208313565247586,-1.4205137564954262
-1.0179228910130844,-1.490995955361374,-1.4907513307689648
