unnormalised,naive,normalised
0.03555678988464467,-0.0679766893110042,-0.06797668943996528
-0.18225250733000023,-0.4557812620598474,-0.44860247533688463
-0.3602971607991029,-0.8195716421699947,-0.8198809062279291
-0.5039909316815162,-1.124674985311043,-1.1235760414924791
-0.620388476590176,-1.3728126029772998,-1.3714504545555
-0.7163964762601434,-1.577909625546483,-1.5768734607590913
-0.797536477197323,-1.7510777202269143,-1.7502916070727013
-0.8674987251554687,-1.8995911297612402,-1.898975197640666
-0.9288052671153145,-2.0284763081154353,-2.0279847686276704
-0.9832392559585527,-2.141342929550411,-2.140945185548133
-1.0321038398252211,-2.240883686682362,-2.2405582951921046
